protein,scaffold,KO,AMG,KO.name,KO.evalue,KO.score,KO.v.score,Pfam,Pfam.name,Pfam.evalue,Pfam.score,Pfam.v.score.x,VOG,VOG.name,VOG.evalue,VOG.score,VOG.v.score.x,total.genes,all.KEGG,KEGG.v.score,all.Pfam,Pfam.v.score.y,all.VOG,VOG.v.score.y,KEGG.int.rep,KEGG.zero,Pfam.int.rep,Pfam.zero,VOG.redoxin,VOG.rec.tran,VOG.int,VOG.RnR,VOG.DNA,KEGG.restriction.check,KEGG.toxin.check,VOG.special,annotation.check,p_v.check,p_k.check,k_v.check,k.check,p.check,v.check,h.check,type,Quality,prophageID,newName
NODE_37_length_44055_cov_51.338691_31,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_32,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_33,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_34,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_35,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_36,NODE_37_length_44055_cov_51.338691,K07474,,xtmA; phage terminase small subunit,7.9e-32,104.6,2.24,PF03592.16,Terminase small subunit,1.3999999999999998e-26,86.7,2.02,VOG02869,sp|P68928|TERS_BPSF6 Terminase small subunit,1.6e-24,80.6,6.92,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_37,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_38,NODE_37_length_44055_cov_51.338691,K06909,,xtmB; phage terminase large subunit,2.9999999999999994e-56,184.6,4.5,PF17288.2,Terminase RNAseH like domain,3.4e-14,46.6,1,VOG00381,"sp|P54308|TERL_BPSPP Terminase, large subunit gp2",9.199999999999998e-45,146,8.34,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_39,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,PF05133.14,"Phage portal protein, SPP1 Gp6-like",1.0000000000000001e-20,67.3,4.16,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_40,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_41,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_42,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,VOG00744,sp|Q6KGI8|CAPSD_BPFO1 Major capsid protein,5.4e-19,61.6,9.32,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_43,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_44,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_45,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_46,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_47,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_48,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_49,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,PF02810.15,SEC-C motif,1.8000000000000002e-12,40.1,0,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_50,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_51,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_52,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_53,NODE_37_length_44055_cov_51.338691,K03546,,"sbcC, rad50; DNA repair protein SbcC/Rad50",8.299999999999999e-17,54.1,3.31,,,NA,NA,NA,VOG07473,REFSEQ structural protein,2.2000000000000002e-27,88.3,0.5,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_54,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_55,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,VOG00873,REFSEQ hypothetical protein,4.5e-25,81.7,0.74,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_56,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_57,NODE_37_length_44055_cov_51.338691,K07741,,antB; anti-repressor protein,1.2e-15,51.6,2.25,PF03374.14,Phage antirepressor protein KilAC domain,3.9e-23,75,2.71,VOG00572,sp|P19655|ANT_BPP1 Antirepressor protein 1,9e-20,64.2,6.13,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_58,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,PF13306.6,BspA type Leucine rich repeat region (6 copies),4.8e-26,84.3,0.01,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_59,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_60,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_61,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_62,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_63,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_64,NODE_37_length_44055_cov_51.338691,K07339,,hicA; mRNA interferase HicA [EC:3.1.-.-],2.8e-13,43.4,0.15,PF07927.12,"HicA toxin of bacterial toxin-antitoxin,",4.4e-13,42.3,0.3,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_65,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,VOG00179,REFSEQ minor tail protein,4.4e-32,104.1,4.63,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_66,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_67,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_68,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_37_length_44055_cov_51.338691_69,NODE_37_length_44055_cov_51.338691,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,69,9,23.779999999999998,12,22.820000000000004,17,83.56999999999998,1,0,1,1,0,0,0,0,4,0,0,5,5,2,1,3,0,4,7,47,lytic,high quality draft,MB18-69_prophage3,MB18-69
NODE_84_length_4627_cov_60.045778_1,NODE_84_length_4627_cov_60.045778,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,8,1,0.01,0,0,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,lytic,low quality draft,MB18-69_prophage4,MB18-69
NODE_84_length_4627_cov_60.045778_2,NODE_84_length_4627_cov_60.045778,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,8,1,0.01,0,0,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,lytic,low quality draft,MB18-69_prophage4,MB18-69
NODE_84_length_4627_cov_60.045778_3,NODE_84_length_4627_cov_60.045778,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,8,1,0.01,0,0,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,lytic,low quality draft,MB18-69_prophage4,MB18-69
NODE_84_length_4627_cov_60.045778_4,NODE_84_length_4627_cov_60.045778,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,8,1,0.01,0,0,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,lytic,low quality draft,MB18-69_prophage4,MB18-69
NODE_84_length_4627_cov_60.045778_5,NODE_84_length_4627_cov_60.045778,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,8,1,0.01,0,0,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,lytic,low quality draft,MB18-69_prophage4,MB18-69
NODE_84_length_4627_cov_60.045778_6,NODE_84_length_4627_cov_60.045778,K07687,,"rcsB; two-component system, NarL family, captular synthesis response regulator RcsB",1.6e-12,40.5,0.01,,,NA,NA,NA,,,NA,NA,NA,8,1,0.01,0,0,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,lytic,low quality draft,MB18-69_prophage4,MB18-69
NODE_84_length_4627_cov_60.045778_7,NODE_84_length_4627_cov_60.045778,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,8,1,0.01,0,0,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,lytic,low quality draft,MB18-69_prophage4,MB18-69
NODE_84_length_4627_cov_60.045778_8,NODE_84_length_4627_cov_60.045778,,,,NA,NA,NA,,,NA,NA,NA,VOG11200,REFSEQ hypothetical protein,9.4e-36,114.5,1.25,8,1,0.01,0,0,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,lytic,low quality draft,MB18-69_prophage4,MB18-69
NODE_2_length_311876_cov_24.806806_fragment_5_268,NODE_2_length_311876_cov_24.806806_fragment_5,K04763,,xerD; integrase/recombinase XerD,9.2e-13,43.1,2.87,,,NA,NA,NA,VOG00041,sp|O10330|VLF1_NPVOP Very late expression factor 1,7.3e-15,47.6,10,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_269,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_270,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_271,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,PF13274.6,Protein of unknown function (DUF4065),2e-12,41.2,0.36,VOG14094,sp|A0A0H3CCP8|SOCA_CAUVN Antitoxin SocA,5.699999999999999e-17,54.5,1.24,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_272,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_273,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_274,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_275,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_276,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_277,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_278,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_279,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_280,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_281,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,VOG00741,sp|Q9XJR2|P5_BPPM2 Protein P5,1.5e-32,105.4,2.21,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_282,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_283,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,PF09669.10,Phage regulatory protein Rha (Phage_pRha),3.2e-29,94.5,1.83,VOG00823,REFSEQ phage regulatory protein Rha,1.7000000000000001e-29,95.7,0.64,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_284,NODE_2_length_311876_cov_24.806806_fragment_5,K14060,,pinR; putative DNA-invertase from lambdoid prophage Rac,9.800000000000001e-32,105.1,1,PF00239.21,"Resolvase, N terminal domain",2.8e-32,105,3.05,VOG00520,sp|P03015|GIN_BPMU Serine recombinase gin,2.2999999999999998e-32,104.8,10,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_285,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_286,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_287,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_288,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_289,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_290,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,VOG00179,REFSEQ minor tail protein,2.8e-32,104.1,4.63,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_291,NODE_2_length_311876_cov_24.806806_fragment_5,K07339,,hicA; mRNA interferase HicA [EC:3.1.-.-],7.099999999999999e-13,43.4,0.15,PF07927.12,"HicA toxin of bacterial toxin-antitoxin,",4.5000000000000005e-13,42.3,0.3,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
NODE_2_length_311876_cov_24.806806_fragment_5_292,NODE_2_length_311876_cov_24.806806_fragment_5,,,,NA,NA,NA,,,NA,NA,NA,,,NA,NA,NA,35,4,6.2700000000000005,6,8.26,9,36.09,2,0,3,0,0,1,1,0,0,0,0,2,2,2,1,1,0,1,4,24,lysogenic,low quality draft,MB18-74_prophage1,MB18-74
